time;G_gt;P_gt;t_gt;CDPs;VBVs;IGVs;VSVs;N_gtu;n_kvd;t_knd;t_tnd;G_fact;G_ogr;ST8s
14.01.2022 3:00;11833.57227;4.48498;38.2165;0;1.7;79.3;90.3;46.1;10158;-8;860.70001;7872;9092;-0.3
14.01.2022 3:10;11843.70508;4.48498;38.2165;-0.1;1.8;79.1;90.7;46.1;10153;-8.2;860.70001;7866;9070;-0.3
14.01.2022 3:20;11871.72168;4.48498;38.2165;0;1.7;79.5;90.1;46.1;10158;-7.9;862.90002;7865;9063;-0.3
14.01.2022 3:30;11859.7998;4.48498;38.2165;0;1.7;79.6;90.2;46.1;10153;-7.7;862.90002;7879;9067;-0.3
14.01.2022 3:40;11841.91699;4.48498;38.2165;0;1.8;79.1;90.6;46.1;10161;-8.3;860.90002;7872;9059;-0.3
14.01.2022 3:50;11883.04785;4.48498;38.2165;-0.1;1.7;79.2;90.8;46.1;10165;-8.2;862.5;7872;9066;-0.3
14.01.2022 4:00;11903.31445;4.48498;38.2165;0;1.7;79.6;91;46.1;10172;-8.1;861;7890;9059;-0.3
14.01.2022 4:10;11873.50977;4.48498;38.2165;0;1.8;79.1;91.3;46.1;10177;-8.5;862.70001;7906;9057;-0.3
14.01.2022 4:20;11838.93652;4.48498;38.2165;0;1.9;78.8;90.8;46.1;10165;-8.4;862.70001;7876;9057;-0.3
14.01.2022 4:30;11845.49414;4.48498;38.2165;0;1.7;79.4;90.7;46.1;10169;-7.8;863;7863;9072;-0.3
14.01.2022 4:40;11866.95313;4.48498;38.2165;0;1.7;79.6;90.5;46.1;10161;-7.9;863;7886;9053;-0.3
14.01.2022 4:50;11889.60449;4.48498;38.2165;0;1.6;79.2;90.8;46.1;10175;-7.8;863.20001;7876;9059;-0.3
14.01.2022 5:00;11856.81934;4.48498;38.2165;0;1.6;79.6;90.5;46.1;10167;-7.7;862.90002;7885;9069;-0.3
14.01.2022 5:10;11855.62695;4.48498;38.2165;0;1.6;79.6;89.9;46.1;10164;-7.5;862.5;7876;9082;-0.3
14.01.2022 5:20;11840.72461;4.48498;38.2165;0;1.6;79.7;90.4;46.1;10173;-7.6;862.5;7871;9044;-0.3
14.01.2022 5:30;11866.95313;4.48498;38.2165;0;1.6;79.7;89.7;46.1;10141;-7.6;862.09998;7864;9087;-0.3
14.01.2022 5:40;11859.7998;4.48498;38.2165;0;1.3;80;90.5;46.1;10169;-7;863.90002;7859;9063;-0.3
14.01.2022 5:50;11842.51367;4.48498;38.2165;-0.1;1.6;79.8;89.7;46.1;10140;-7.4;861.5;7863;9097;-0.3
14.01.2022 6:00;11861.58789;4.48498;38.2165;-0.1;1.2;80.2;89.5;46.1;10157;-7.2;860.90002;7872;9094;-0.3
14.01.2022 6:10;11849.66602;4.48498;38.2165;0;1.4;80;90.3;46.1;10172;-6.9;862.79999;7895;9049;-0.3
14.01.2022 6:20;11872.31738;4.48498;38.2165;0;1.5;79.2;91.1;46.1;10194;-7.7;864.59998;7898;9030;-0.3
14.01.2022 6:30;11861.58789;4.48498;38.2165;-0.1;1.5;79.6;90.4;46.1;10170;-7.4;864.59998;7886;9048;-0.3
14.01.2022 6:40;11858.01172;4.48498;38.2165;0;1.6;79.5;89.9;46.1;10167;-7.5;863.79999;7888;9095;-0.3
14.01.2022 6:50;11869.93359;4.48498;38.2165;0;1.5;79.8;90;46.1;10160;-7.4;861.90002;7870;9086;-0.3
14.01.2022 7:00;11844.30176;4.48498;38.2165;0;1.6;79.9;89.9;46.1;10153;-7.6;862.79999;7854;9065;-0.3
14.01.2022 7:10;11886.62402;4.48498;38.2165;0;1.3;80.3;90.7;46.1;10185;-6.9;864.29999;7916;9048;-0.3
14.01.2022 7:20;11852.64648;4.48498;38.2165;0;1.5;79.7;90.3;46.1;10170;-7.5;862.40002;7877;9048;-0.3
14.01.2022 7:30;11855.03125;4.48498;38.2165;0;1.6;79.6;90.1;46.1;10158;-7.7;862.20001;7866;9076;-0.3
14.01.2022 7:40;11840.12891;4.48498;38.2165;0;1.8;79;90.8;46.1;10169;-8.4;862.5;7879;9083;-0.3
14.01.2022 7:50;11850.2627;4.48498;38.2165;0;1.5;79.5;90.4;46.1;10165;-7.4;862.70001;7881;9051;-0.3
14.01.2022 8:00;11862.18457;4.48498;38.2165;0;1.6;79.4;90.6;46.1;10178;-7.6;863;7860;9055;-0.3
14.01.2022 8:10;11846.08984;4.48498;38.2165;0;1.4;79.9;89.8;46.1;10156;-7.2;863.59998;7893;9082;-0.3
14.01.2022 8:20;11851.45508;4.48498;38.2165;-0.1;1.7;79;90.9;46.1;10178;-7.9;861.40002;7876;9077;-0.3
14.01.2022 8:30;11898.5459;4.48498;38.2165;0;1.4;80.4;90.8;46.1;10188;-6.9;863.29999;7900;9034;-0.3
14.01.2022 8:40;11835.95605;4.48498;38.2165;0;1.2;80.8;89.6;46.1;10164;-6.6;861.20001;7876;9075;-0.3
14.01.2022 8:50;11840.72461;4.48498;38.2165;0;1.2;81.5;88.4;46.1;10150;-6.3;861.09998;7868;9095;-0.3
14.01.2022 9:00;11837.74414;4.48498;38.2165;0;1.7;79.4;90.5;46.1;10176;-7.6;861.40002;7893;9076;-0.3
14.01.2022 9:10;11862.78027;4.48498;38.2165;0;1.4;80.2;89.8;46.1;10166;-7.1;861.40002;7866;9076;-0.3
14.01.2022 9:20;11874.10645;4.48498;38.2165;0;1.2;80.7;89.5;46.1;10170;-6.7;861.70001;7880;9082;-0.3
14.01.2022 9:30;11871.72168;4.48498;38.2165;0;1.6;79.3;90.2;46.1;10164;-7.6;861.59998;7872;9100;-0.3
14.01.2022 9:40;11852.64648;4.48498;38.2165;-0.1;1.6;79.5;90.1;46.1;10164;-7.2;861.29999;7868;9079;-0.3
14.01.2022 9:50;11857.41602;4.48498;38.2165;0;1.3;79.8;90.2;46.1;10177;-7.2;861;7875;9059;-0.3
14.01.2022 10:00;11862.78027;4.48498;38.2165;0;1.6;79.7;89.4;46.1;10145;-7.3;859.59998;7862;9066;-0.3
14.01.2022 10:10;11887.21973;4.48498;38.2165;0;1.4;80;89.6;46.1;10148;-7.3;861.20001;7872;9077;-0.3
14.01.2022 10:20;11878.27832;4.48498;38.2165;0;1.4;80.1;89.5;46.1;10143;-7;861.59998;7880;9080;-0.3
14.01.2022 10:30;11856.22363;4.48498;38.2165;0;1.5;79.7;90.1;46;10161;-7.4;861;7881;9058;-0.3
14.01.2022 10:40;11858.60742;4.48498;38.2165;0;1.5;79.9;89.6;46;10150;-7.4;860.5;7873;9081;-0.3
14.01.2022 10:50;11911.06348;4.48498;38.2165;0;1.2;80.9;90;46.4;10172;-6.6;863.40002;7903;9088;-0.3
14.01.2022 11:00;11849.66602;4.48498;38.2165;0;1.5;79.8;90.7;46;10172;-7.1;863;7887;9057;-0.3
14.01.2022 11:10;11871.12598;4.48498;38.2165;0;1.6;79.3;90.4;46;10166;-7.7;862.20001;7893;9080;-0.3
14.01.2022 11:20;11856.22363;4.48498;38.2165;0;1.3;80.5;89.6;46;10156;-6.7;860.29999;7876;9092;-0.3
14.01.2022 11:30;11838.93652;4.48498;38.2165;0;1.5;79.5;90.5;46;10168;-7.3;860.90002;7871;9086;-0.3
14.01.2022 11:40;11866.95313;4.48498;38.2165;0;1.5;79.9;90.6;46;10171;-7.3;863.20001;7886;9077;-0.3
14.01.2022 11:50;11857.41602;4.48498;38.2165;0;1.2;80.7;89.1;46;10159;-6.5;861.70001;7876;9071;-0.3
14.01.2022 12:00;11864.56836;4.48498;38.2165;0;1.2;80.2;89.6;46;10158;-6.7;861.59998;7865;9049;-0.3
14.01.2022 12:10;11896.16113;4.48498;38.2165;0;1.3;80.3;90.9;46;10176;-7.1;862.79999;7936;9082;-0.3
14.01.2022 12:20;11866.95313;4.48498;38.2165;0;1.3;80.2;90;46;10163;-6.7;861.40002;7867;9070;-0.3
14.01.2022 12:30;11831.7832;4.48498;38.2165;0;1.3;80.5;89.3;46;10145;-7;859.20001;7858;9099;-0.3
14.01.2022 12:40;11842.51367;4.48498;38.2165;0;1.6;79.5;89.9;46;10145;-7.6;860.20001;7872;9102;-0.3
14.01.2022 12:50;11856.81934;4.48498;38.2165;0;1.2;80.2;89.5;46.1;10145;-6.8;861.09998;7891;9070;-0.3
14.01.2022 13:00;11858.01172;4.48498;38.2165;0;1.3;80.2;89.6;46.1;10158;-6.8;862;7898;9060;-0.3
14.01.2022 13:10;11853.24316;4.48498;38.2165;-0.1;1.5;79.5;89.5;46;10141;-7.3;861.40002;7892;9096;-0.3
14.01.2022 13:20;11863.97266;4.48498;38.2165;0;1.2;81;89;45.9;10158;-6.4;859.79999;7860;9090;-0.3
14.01.2022 13:30;11887.81641;4.48498;38.50262;0;1.2;82;88.3;45.9;10138;-6.3;859.90002;7880;9101;-0.3
14.01.2022 13:40;11862.18457;4.48498;38.50262;0;1.6;79.2;90.3;45.9;10156;-7.9;859.90002;7894;9094;-0.3
14.01.2022 13:50;11844.89746;4.48498;38.22604;0;1.6;79.1;90.5;45.9;10154;-7.8;859.79999;7888;9103;-0.3
14.01.2022 14:00;11824.03418;4.48498;38.22604;0;1.7;79.2;90.1;45.9;10159;-8;857.90002;7896;9091;-0.3
14.01.2022 14:10;11858.60742;4.48498;38.22604;0;2.1;78.3;90.5;45.8;10162;-8.9;857.5;7875;9114;-0.3
14.01.2022 14:20;11871.12598;4.48498;38.22604;0;1.9;78.7;90;46.2;10142;-8.5;857.79999;7864;9118;-0.3
14.01.2022 14:30;11848.47461;4.48498;38.22604;0;1.8;78.9;90;46.1;10146;-7.8;858;7880;9112;-0.3
14.01.2022 14:40;11865.76074;4.48498;38.22604;0;1.8;79;89.8;46.1;10126;-8.3;857.5;7864;9132;-0.3
14.01.2022 14:50;11839.5332;4.48498;38.22604;0;1.9;79;90.1;46;10149;-8.5;856.59998;7875;9118;-0.3
14.01.2022 15:00;11853.83887;4.48498;38.22604;0;2;78.5;89.6;46;10127;-8.7;857.20001;7888;9141;-0.3
14.01.2022 15:10;11875.89453;4.48498;38.22604;-0.1;2.1;78.4;90.4;46;10131;-8.6;857;7880;9117;-0.3
14.01.2022 15:20;11558.17871;4.48498;38.50262;0;2.3;76.1;89.1;44.8;10068;-9.1;848.5;7694;9062;-0.2
14.01.2022 15:30;11365.0459;4.48498;38.22604;6.6;3.4;73.9;88.5;43.4;10085;-8.3;849.90002;7541;8884;18
14.01.2022 15:40;11361.46875;4.48498;38.22604;7.1;6.4;74.2;89;42.9;10094;-7.9;850.20001;7521;8859;23.4
14.01.2022 15:50;11086.0752;4.48498;38.22604;7.1;14.4;66.3;92.4;41.6;10126;-8.1;850.90002;7300;8595;23.4
14.01.2022 17:30;10021.45898;4.48498;38.51216;7.2;17.2;45.1;92;36.6;10002;-6.7;828.70001;6651;7824;23.6
14.01.2022 18:00;10014.30664;4.48498;38.23557;7.2;17.2;43.5;92.5;36.5;10010;-7.8;827.5;6644;7862;23.4
14.01.2022 18:20;9927.27734;4.48498;38.23557;7.2;18.5;42.3;92.6;36;10001;-7.1;827.40002;6582;7774;23.4
14.01.2022 19:50;9958.27344;4.48498;38.23557;7.2;17.7;42.5;92.3;36.2;10002;-7.4;826.09998;6620;7798;23.4
14.01.2022 20:20;9921.91211;4.48498;38.23557;7.2;17.9;41.5;92.9;36.1;10009;-7;829.29999;6596;7763;23.4
14.01.2022 20:40;9853.95801;4.48498;38.23557;7.2;18.3;40.3;92.9;35.8;10010;-7;827.79999;6569;7716;23.6
14.01.2022 22:50;11356.7002;4.48498;38.22604;7.1;11.4;72.5;90;43.1;10100;-8.7;849.79999;7540;8845;23.5
14.01.2022 23:00;11605.86523;4.48498;38.22604;0;1.4;78.1;87.8;44.4;10084;-6.8;851.59998;7679;9014;10
14.01.2022 23:10;11635.66992;4.48498;38.22604;0;1.2;78.9;87.8;45.2;10095;-6.6;851.29999;7731;9061;-0.3
14.01.2022 23:20;11633.28613;4.48498;38.22604;0;1.6;78;87.9;45.2;10086;-7.6;848.79999;7729;9074;-0.3
14.01.2022 23:30;11624.34473;4.48498;38.22604;0;1.6;78.1;88.3;45.2;10092;-7.9;848.90002;7727;9101;-0.3
14.01.2022 23:40;11620.17188;4.48498;38.22604;0;2.1;77.4;88.2;44.8;10081;-8.6;846.90002;7728;9125;-0.1
14.01.2022 23:50;11607.05762;4.48498;37.93991;0;2.2;76.8;88.8;44.8;10081;-8.8;846.90002;7714;9094;-0.1
15.01.2022 0:00;11840.12891;4.48498;38.20696;0;2.2;77.8;90.4;46;10127;-9.3;854.5;7883;9162;-0.1
15.01.2022 0:10;11899.73828;4.48498;38.20696;0;1.7;78.7;90.6;46;10163;-8.1;858.59998;7896;9129;-0.1
15.01.2022 0:20;11866.35645;4.48498;38.20696;0;1.3;80;89.3;46;10147;-6.9;858.5;7854;9138;-0.1
15.01.2022 0:30;11855.62695;4.48498;38.20696;0;1.5;79.4;89.7;46;10142;-7.4;858.20001;7894;9131;-0.1
15.01.2022 0:40;11845.49414;4.48498;38.20696;0;1.3;80.5;89;46;10131;-6.8;857.40002;7901;9139;-0.1
15.01.2022 0:50;11861.58789;4.48498;38.20696;0;1.5;79.8;90.1;46;10145;-7.2;856.90002;7872;9109;-0.1
15.01.2022 1:00;11863.37598;4.48498;38.20696;0;1.3;80.2;88.8;46;10130;-7.1;856.59998;7890;9156;-0.1
15.01.2022 1:10;11896.16113;4.48498;38.20696;0;1.3;80.1;90;46;10155;-6.8;858.20001;7896;9107;-0.1
15.01.2022 1:20;11871.72168;4.48498;38.20696;0;1.2;80.7;89.4;45.9;10147;-6.5;859.09998;7865;9124;-0.1
15.01.2022 1:30;11880.66309;4.48498;38.17835;0;1.2;81.6;88.2;45.9;10132;-6.4;856.90002;7883;9134;-0.1
15.01.2022 1:40;11878.875;4.48498;38.17835;0;1.2;82.4;89.3;45.9;10130;-6.1;858.5;7883;9102;-0.1
15.01.2022 1:50;11859.2041;4.48498;38.17835;0;1.2;82.2;89;45.9;10155;-6.1;859.59998;7886;9126;-0.1
15.01.2022 2:00;11876.49023;4.48498;38.17835;0;1.2;82.6;89.5;46.3;10151;-6;861.20001;7943;9117;-0.1
15.01.2022 2:10;11890.2002;4.48498;38.16881;0;1.2;81.2;89.4;46.2;10156;-6.5;859.29999;7877;9103;-0.1
15.01.2022 2:20;11840.12891;4.48498;38.16881;0;1.1;84;87.8;45.8;10113;-5.6;856.59998;7869;9161;-0.1
15.01.2022 2:30;11854.43555;4.48498;38.16881;0;1.2;84.1;87;46.2;10135;-5.6;858.70001;7909;9152;-0.1
15.01.2022 2:40;11852.05078;4.48498;38.16881;0;1.2;86.1;87.4;45.8;10143;-5.1;858.20001;7898;9108;-0.1
15.01.2022 2:50;11854.43555;4.48498;38.16881;0;1.2;86;87.9;46.1;10149;-5.1;857.5;7886;9122;-0.1
15.01.2022 3:00;11875.29785;4.48498;38.16881;0;1.2;87.5;86.6;46.1;10138;-4.7;857.70001;7908;9137;-0.1
15.01.2022 3:10;11898.5459;4.48498;38.16881;0;1.5;90.2;85.8;46.1;10130;-4;858.5;7913;9149;-0.1
15.01.2022 3:20;11871.72168;4.48498;38.16881;0;1.2;90.5;86.2;46.1;10139;-4;858.20001;7898;9152;-0.1
15.01.2022 3:30;11878.27832;4.48498;38.16881;0;1.2;86.7;87.5;46.1;10146;-5;858.90002;7893;9122;-0.1
15.01.2022 3:40;11842.51367;4.48498;38.16881;0;1.2;83.4;88.3;45.8;10174;-5.6;860.90002;7889;9118;-0.1
15.01.2022 3:50;11876.49023;4.48498;38.16881;0;1.2;87.7;86.5;46.2;10138;-4.5;859.5;7894;9113;-0.1
15.01.2022 4:00;11869.33691;4.48498;38.16881;0;1.2;86.8;88;46.2;10175;-4.7;861.40002;7908;9076;-0.1
15.01.2022 4:10;11875.29785;4.48498;38.16881;0;1.8;90.4;85.4;46.2;10122;-4;859.5;7910;9138;-0.1
15.01.2022 4:20;11874.10645;4.48498;38.16881;0;1.2;89.9;86.4;45.8;10155;-3.9;860.79999;7914;9120;-0.1
15.01.2022 4:30;11858.01172;4.48498;38.16881;0;1.2;88.6;86.8;45.8;10154;-4.5;858.90002;7895;9131;-0.1
15.01.2022 4:40;11873.50977;4.48498;38.16881;0;1.2;85.9;88.2;46.2;10158;-5;858.79999;7894;9119;-0.1
15.01.2022 4:50;11855.03125;4.48498;38.16881;0;1.2;84.7;87.9;45.8;10161;-5.4;858.5;7909;9099;-0.1
15.01.2022 5:00;11846.68555;4.48498;38.16881;0;1.2;83.4;88.6;45.8;10157;-5.8;858.90002;7896;9109;-0.1
15.01.2022 5:10;11853.24316;4.48498;38.16881;0;1.2;84.9;87.9;46.2;10134;-5.4;858.29999;7884;9126;-0.1
15.01.2022 5:20;11880.06738;4.48498;38.16881;0;1.2;82.3;88;45.9;10158;-6.1;858.59998;7902;9134;-0.1
15.01.2022 5:30;11878.875;4.48498;38.16881;0;1.2;83.6;88.6;45.9;10152;-5.8;858.40002;7902;9112;-0.1
15.01.2022 5:40;11876.49023;4.48498;38.16881;0;1.2;86.3;87.4;45.9;10137;-5;857.70001;7909;9128;-0.1
15.01.2022 5:50;11831.1875;4.48498;38.16881;0;1.2;84.5;87.5;45.9;10128;-5.3;858.70001;7869;9094;-0.1
15.01.2022 6:00;11862.18457;4.48498;38.16881;-0.1;1.2;82.3;88.9;45.9;10168;-6.1;858.40002;7881;9126;-0.1
15.01.2022 6:10;11859.7998;4.48498;38.16881;0;1.2;83.5;88.3;45.9;10147;-5.6;858.40002;7874;9113;-0.1
15.01.2022 6:20;11871.12598;4.48498;38.16881;0;1.2;82.1;89.3;45.9;10155;-6.2;859.29999;7895;9126;-0.1
15.01.2022 6:30;11825.22656;4.48498;38.16881;0;1.3;80;90;45.9;10157;-6.8;857.09998;7890;9093;-0.1
15.01.2022 6:40;11862.18457;4.48498;38.16881;0;1.2;82.9;88.6;46.3;10164;-5.8;860;7900;9105;-0.1
15.01.2022 6:50;11839.5332;4.48498;38.16881;0;1.2;84.3;88.2;45.9;10147;-5.5;857.29999;7904;9148;-0.1
15.01.2022 7:00;11875.29785;4.48498;38.16881;0;1.2;83.7;88.3;45.9;10141;-5.6;857.79999;7890;9114;-0.1
15.01.2022 7:10;11871.72168;4.48498;38.16881;0;1.3;87.7;86.3;45.9;10128;-4.8;856.5;7895;9142;-0.1
15.01.2022 7:20;11862.18457;4.48498;38.16881;0;1.8;87.5;86.1;45.9;10120;-4.7;857.70001;7869;9140;-0.1
15.01.2022 7:30;11883.64355;4.48498;38.16881;0;1.2;86.4;88.1;45.9;10137;-5;859.20001;7913;9113;-0.1
15.01.2022 7:40;11879.4707;4.48498;38.16881;0;1.2;83.7;88.5;46.3;10148;-5.7;860.70001;7919;9114;-0.1
15.01.2022 7:50;11887.21973;4.48498;38.16881;0;1.2;83.6;89.6;45.9;10167;-5.7;860.59998;7882;9118;-0.1
15.01.2022 8:00;11852.64648;4.48498;38.16881;0;1.2;82.4;89.1;45.9;10156;-6.1;859.40002;7884;9088;-0.1
15.01.2022 8:10;11875.29785;4.48498;38.16881;0;1.2;84.2;87.8;45.9;10135;-5.7;857.79999;7901;9130;-0.1
15.01.2022 8:20;11877.68262;4.48498;38.16881;0;1.5;87.5;86.4;45.9;10116;-4.8;857.70001;7916;9137;-0.1
15.01.2022 8:30;11848.47461;4.48498;38.16881;0;1.2;85.3;86.7;45.9;10115;-5.2;858.5;7880;9138;-0.1
15.01.2022 8:40;11858.01172;4.48498;38.16881;0;1.2;84.6;87.3;45.9;10136;-5.5;858.40002;7905;9125;-0.1
15.01.2022 8:50;11872.91406;4.48498;38.16881;0;1.2;84.1;88.1;45.9;10149;-5.5;857.90002;7888;9123;-0.1
15.01.2022 9:00;11868.74121;4.48498;38.16881;0;1.2;84.6;88.3;45.9;10133;-5.3;859;7893;9135;-0.1
15.01.2022 9:10;11863.97266;4.48498;38.16881;0;1.2;86.6;87.4;45.9;10139;-4.9;859.5;7892;9116;-0.1
15.01.2022 9:20;11872.91406;4.48498;38.16881;0;1.2;86.3;88;45.9;10150;-4.9;860.79999;7915;9094;-0.1
15.01.2022 9:30;11869.93359;4.48498;38.16881;0;1.2;84.4;88.5;45.9;10169;-5.5;858.70001;7902;9126;-0.1
15.01.2022 9:40;11853.24316;4.48498;38.16881;0;1.2;83.9;87.9;45.9;10136;-5.6;858.79999;7891;9134;-0.1
15.01.2022 9:50;11832.37988;4.48498;38.16881;0;1.2;85.6;86.8;45.9;10131;-5.1;856.20001;7896;9135;-0.1
15.01.2022 10:00;11854.43555;4.48498;38.16881;-0.1;1.2;83.8;87.5;46.1;10134;-5.6;856.09998;7893;9112;-0.1
15.01.2022 10:10;11860.39551;4.48498;38.16881;0;1.2;85.4;87.3;46.1;10133;-5.3;858.59998;7887;9132;-0.1
15.01.2022 10:20;11928.94629;4.48498;38.16881;0;1.2;84.4;88.6;46.2;10185;-5.5;861.40002;7919;9111;-0.1
15.01.2022 10:30;12010.61035;4.48498;38.16881;0;1.2;84.3;87.8;46.2;10205;-5.6;861.29999;7884;9133;-0.1
15.01.2022 10:40;11869.93359;4.48498;38.16881;0;1.2;83.3;88.6;46.2;10157;-5.7;858.5;7892;9127;-0.1
15.01.2022 10:50;11877.08691;4.48498;38.16881;0;1.2;83.6;88.4;46.2;10153;-5.7;858.70001;7896;9129;-0.1
15.01.2022 11:00;11832.37988;4.48498;38.16881;0;1.2;85.3;87.4;46.1;10121;-5.1;857.90002;7889;9139;-0.1
15.01.2022 11:10;11859.2041;4.48498;38.16881;0;1.2;82.6;88.5;46.1;10158;-5.9;858.09998;7878;9116;-0.1
15.01.2022 11:20;11858.60742;4.48498;38.16881;0;1.7;88.2;85.7;46.1;10113;-4.4;856.40002;7887;9165;-0.1
15.01.2022 11:30;11848.47461;4.48498;38.16881;0;1.2;85.3;87.6;46.1;10130;-5.3;856.70001;7892;9121;-0.1
15.01.2022 11:40;11870.5293;4.48498;38.16881;0;1.2;85.8;87.7;46.1;10143;-5.2;857.09998;7901;9124;-0.1
15.01.2022 11:50;11860.99219;4.48498;38.16881;0;1.2;84.6;88.8;46.1;10149;-5.4;859.40002;7908;9094;-0.1
15.01.2022 12:00;11859.7998;4.48498;38.16881;0;1.2;84.8;87.4;46.1;10133;-5.1;857.70001;7906;9137;-0.1
15.01.2022 12:10;11888.41211;4.48498;38.16881;0;1.2;81.5;89.2;46.4;10154;-6.2;861.29999;7900;9093;-0.1
15.01.2022 12:20;11852.64648;4.48498;38.16881;0;1.2;83.9;87.6;46;10137;-5.6;859;7887;9128;-0.1
15.01.2022 12:30;11855.03125;4.48498;38.16881;0;1.2;85.1;87.8;46;10120;-5.3;858.90002;7882;9149;-0.1
15.01.2022 12:40;11872.91406;4.48498;38.16881;0;1.2;82.5;88.9;46;10166;-5.9;859.20001;7889;9096;-0.1
15.01.2022 12:50;11860.99219;4.48498;38.16881;0;1.2;84.4;87.6;46.2;10129;-5.4;857.20001;7899;9113;-0.1
15.01.2022 13:00;11844.30176;4.48498;38.16881;0;1.2;84.7;87.8;45.8;10131;-5.4;858.20001;7889;9136;-0.1
15.01.2022 13:10;11856.22363;4.48498;38.16881;-0.1;1.2;83.5;88.1;46.2;10150;-5.7;857.70001;7895;9111;-0.1
15.01.2022 13:20;11858.60742;4.48498;38.16881;0;1.2;81.7;89.2;46.2;10153;-6.2;858.90002;7878;9120;-0.1
15.01.2022 13:30;11847.28223;4.48498;38.16881;0;1.2;80.5;89.2;46.2;10142;-6.5;858.29999;7878;9116;-0.1
15.01.2022 13:40;11860.99219;4.48498;38.16881;0;1.2;79.7;89.3;45.8;10148;-6.8;858.09998;7872;9147;-0.1
15.01.2022 13:50;11895.56543;4.48498;38.16881;0;1.4;79.5;89.5;46.2;10158;-7.1;857.5;7864;9134;-0.1
15.01.2022 14:00;11830.5918;4.48498;38.16881;0;1.5;79.5;90.1;46.2;10156;-7.2;857.59998;7895;9116;-0.1
15.01.2022 14:10;11865.16504;4.48498;38.16881;0;1.6;79.2;89.7;45.8;10144;-7.6;857.59998;7893;9130;-0.1
15.01.2022 14:20;11864.56836;4.48498;38.16881;0;1.3;79.8;89.5;46.2;10164;-6.7;857.79999;7875;9108;-0.1
15.01.2022 14:30;11849.66602;4.48498;38.16881;0;1.5;79.1;89.5;46.2;10135;-7.7;857.90002;7869;9152;-0.1
15.01.2022 14:40;11848.47461;4.48498;38.16881;0;1.5;79.5;89.3;46.2;10121;-7.2;856.09998;7885;9149;-0.1
15.01.2022 14:50;11852.64648;4.48498;38.16881;0;1.3;79.5;89.2;46.2;10133;-7;856.90002;7881;9126;-0.1
15.01.2022 15:00;11862.18457;4.48498;38.16881;0;1.6;79.1;89.8;45.8;10149;-7.6;857.09998;7886;9133;-0.1
15.01.2022 15:10;11849.66602;4.48498;38.16881;0;1.6;79.3;90.1;46.2;10151;-7.6;857.20001;7869;9145;-0.1
15.01.2022 15:20;11861.58789;4.48498;38.16881;0;1.4;79.4;89.9;46.2;10163;-7.1;859.20001;7883;9141;-0.1
15.01.2022 15:30;11841.91699;4.48498;38.16881;0;1.2;80.2;89.1;45.8;10128;-6.7;857.29999;7883;9111;-0.1
15.01.2022 15:40;11847.87793;4.48498;38.16881;-0.1;1.4;79.4;89.6;45.8;10147;-7.1;858;7889;9120;-0.1
15.01.2022 15:50;11736.40918;4.48498;38.16881;0;1.4;79.1;87.9;45.4;10101;-7;852.5;7809;9109;-0.1
15.01.2022 16:00;11466.38086;4.48498;38.16881;2.3;2.1;76.8;87.5;43.8;10079;-7.3;846.90002;7636;8989;13.7
15.01.2022 16:10;11376.9668;4.48498;38.16881;7;5.7;75.2;88.7;43;10088;-7.1;850.20001;7532;8883;23.5
15.01.2022 16:20;11091.44043;4.48498;38.16881;7;15.3;67.7;91.8;41.6;10126;-6.8;851.70001;7323;8607;23.5
15.01.2022 17:10;10019.6709;4.48498;38.16881;7.1;18.5;46.3;91.5;36.6;10007;-6.3;828.29999;6663;7847;23.5
15.01.2022 17:20;9925.48926;4.48498;38.16881;7.1;19.1;43.1;92.5;35.9;10017;-6.2;828.29999;6597;7777;23.5
15.01.2022 18:00;9917.14355;4.48498;38.45493;7.1;18.7;43.2;91.8;35.9;10001;-6.2;827.5;6599;7772;23.5
15.01.2022 18:10;9951.7168;4.48498;38.45493;7.2;18.6;42.1;92.7;35.9;10018;-6.5;829.20001;6598;7757;23.5
15.01.2022 18:40;9948.73633;4.48498;38.45493;7.2;19.2;42.5;92.8;35.9;10015;-6.4;828.90002;6605;7779;23.5
15.01.2022 19:10;9850.38184;4.48498;38.45493;7.2;20;41.3;92.4;35.6;10006;-6.1;829.5;6537;7707;23.5
15.01.2022 19:40;9916.54785;4.48498;38.45493;7.1;19.2;44.8;91.9;35.9;10003;-5.6;827.79999;6596;7782;23.5
15.01.2022 20:20;9917.14355;4.48498;38.45493;7.1;19.1;44;92.1;36;10003;-5.8;827.90002;6591;7785;23.5
15.01.2022 20:30;9938.00684;4.48498;38.45493;7.1;19;43.9;92.3;36;10012;-6.1;828;6601;7779;23.5
15.01.2022 21:00;9923.10449;4.48498;38.45493;7.1;19.1;43;92.3;35.9;10002;-6.2;828;6599;7785;23.5
15.01.2022 22:50;11203.50488;4.48498;38.16881;7.1;14.6;67.4;91.7;42.1;10106;-8;851.90002;7401;8682;23.5
15.01.2022 23:00;11528.37402;4.48498;38.16881;3.6;2.6;75.4;88.3;43.9;10062;-8.1;848.20001;7637;9009;15.2
15.01.2022 23:10;11452.6709;4.48498;38.16881;7.1;10.1;73.9;89.5;43.5;10098;-8.4;850.59998;7602;8914;23.4
15.01.2022 23:20;11589.77148;4.48498;38.45493;0.7;2.4;75.1;89.5;44.4;10096;-9;850.40002;7696;9055;11.3
